,codigo,titulo,fecha_inicio,fecha_fin,investigadores,institucion,programa,fuente
43,1230468,Environmental stressors and health: a matter of justice,01/07/2022,01/07/2022,"A. Núñez / V. Martínez, C. Manzano, V. Fuentes, P. Kogan",Gabinete Departamento de Sistemas de Información y Auditoría,FONDECYT,Regular
44,1220281,The HEID-i project: Designing the Health and Environmental Integrated Dashboard,01/08/2021,01/08/2021,"A. Núñez / P. Kogan, C. Manzano",Gabinete Departamento de Sistemas de Información y Auditoría,FONDECYT,Regular
45,3210457,Paisaje Sonoro en áreas silvestres protegidas: Patrimonio natural intangible e interacciones antrópicas,01/08/2020,01/08/2020,P. Kogan / J. Jaimovich,Departamento de Sonido,FONDECYT,Postdoctorado
46,1210223,"Contributions of Chilean protected area soundscapes to health, wellness, resilience, and tourism innovation",01/08/2020,01/08/2020,P. Kogan,Otras Instituciones,FONDECYT,Regular
47,3201025,PATRIMONIO SONORO AMBIENTAL: Investigación Multidimensional del Paisaje Sonoro en Áreas Verdes Urbanas,01/12/2019,01/12/2019,P. Kogan / J. Jaimovich,Departamento de Sonido,FONDECYT,Postdoctorado
48,582297,Modos de escucha y videojuegos: análisis en torno a experiencias interactivas,01/01/2021,01/01/2022,S. Moscoso,Departamento de Sonido,Fondos de Cultura,Fondo de la Música
49,INNOV-1-2,Las pasiones del cuerpo: presencia escénica y experiencia sinestésica,01/01/2014,01/07/2015,"H. Ponce / L. Núñez, S. Floody",Departamento de Teatro,Iniciativa Bicentenario Juan Gómez Millas,Fondo de innovación en investigación disciplinaria
50,UCREAC-2011-4048,Crear para que lo nuevo advenga: Muestra de Creación de Estudiantes en Toma - Facultad de Artes ,01/12/2011,01/12/2011,L. Núñez,Departamento de Música,Fondo Central de Investigación,U-APOYA LINEA 4 : CREACIÓN ARTÍSTICA
51,CA99/001,Preparación del actor en el medio teatral chileno: estudio preliminar,01/03/1999,01/03/2000,L. Núñez,Departamento de Teatro,Fondo Central de Investigación,CREACION ARTISTICA DID
52,669458,Magister Estudios de Cine,01/03/2023,01/03/2024,C. Vargas,Departamento de Sonido,Fondos de Cultura,Fondo Audiovisual
