,0,dirName
2690,Departamento de Administración y Gestión Pública,departamento_de_administración_y_gestión_pública
2692,Departamento de Estudios Políticos,departamento_de_estudios_políticos
2696,Escuela de Postgrado,escuela_de_postgrado
2694,Escuela de Pregrado,escuela_de_pregrado
