,Autores,titulo_publicacion,ano,titulo_revistas,tipo_publicacion,link,doi
0,"Mac-lean, C; Vargas, LS; Uribe, G; Aldea, C; Lares, L; Mercado, O",Sustainability governing entities in higher education throughout Chile,2021,INTERNATIONAL JOURNAL OF SUSTAINABILITY IN HIGHER EDUCATION,ISI/SCOPUS/UCH/VID,http://dx.doi.org/10.1108/IJSHE-04-2020-0119,10.1108/IJSHE-04-2020-0119
