,codigo,titulo,fecha_inicio,fecha_fin,investigadores,institucion,programa,fuente
119,1980790,Reactividad y transiciones de fase de no equilibrio en las reacciones catalíticas superficiales CO-O2 y CO-NO,01/03/1998,01/03/2001,"J. Cortés / E. Valencia, P. Araya",Departamento de Ingeniería Química y Biotecnología,FONDECYT,Regular
120,8970019,Modelos de heterogeneidad superficial y su relación con procesos catalíticos experimentales,01/03/1997,01/03/2001,"J. Cortés / J. Quijada, E. Valencia, P. Araya",Departamento de Ingeniería Química y Biotecnología,FONDECYT,Líneas Complementarias
121,1950498,Estudios cinéticos de la reducción catalítica de NO con CO y su relación con teorías de no equilibrio,01/03/1995,01/03/1998,"J. Cortés / P. Araya, E. Valencia",Decanato,FONDECYT,Regular
122,1180031,"Phase transformations and precipitation strengthening of Cu-Ni-Si-X (X = Co, Cr)",01/07/2017,01/07/2017,E. Donoso / R. Palma,Departamento de Ciencia de los Materiales,FONDECYT,Regular
123,1160078,Study of aging behavior and precipitate process in copper rich Cu-Mn-X-P (X being Ni and Fe) alloys,01/08/2015,01/08/2015,E. Donoso,Departamento de Ciencia de los Materiales,FONDECYT,Regular
124,1140782,Study of precipitation hardening phenoma in Cu-Ni-Zn-X AND Cu-Y-P Alloys,01/03/2014,01/03/2016,E. Donoso,Departamento de Ciencia de los Materiales,FONDECYT,Regular
125,1110007,Phase transformations and strengthening during aginf of Cu-Ni-X alloys,01/03/2011,01/03/2013,E. Donoso,Departamento de Ciencia de los Materiales,FONDECYT,Regular
126,CSIC10-1,Síntesis Mecanoquimica de Materiales de Interés Tecnológico y Estudio de su Consolidación por Sinterización Asistida por MIcroondas,01/03/2010,01/03/2012,E. Donoso / R. Espinoza,Departamento de Ingeniería de los Materiales,Fondo Central de Investigación,CSIC/U. DE CHILE
127,1090010,Microstructural characterization and properties of copper base alloys hardened by metallurgical transformations,01/03/2009,01/03/2011,E. Donoso,Departamento de Ciencia de los Materiales,FONDECYT,Regular
128,004,Development of high mechanical strength copper base alloys hardened by metallurgical transformations,01/03/2008,01/03/2008,E. Donoso / G. Díaz,Departamento de Ciencia de los Materiales,FONDECYT,Regular
129,1070294,Creep of dispersion-strenghthened copper base alloys,01/03/2007,01/03/2010,"R. Palma / A. Sepúlveda, E. Donoso",Departamento de Ingeniería Mecánica,FONDECYT,Regular
130,1061114,"Desarrollo de aleaciones base cobre de alta resistencia endurecidas por ordenamiento, precipitación y/o segregación de soluto",01/03/2006,01/03/2008,E. Donoso / G. Díaz,Departamento de Ciencia de los Materiales,FONDECYT,Regular
131,CSIC-06/06,Síntesis de aleaciones y cermets de cobre de alta conductividad eléctrica y elevada resistencia mecánica,01/01/2007,01/12/2008,"E. Donoso / G. Díaz, A. Sepúlveda, R. Palma",Departamento de Ciencia de los Materiales,Fondo Central de Investigación,CSIC/U. DE CHILE
132,1061249,"Termofluencia (Creep) de aleaciones base cobre endurecidas por dispersión de nanocerámicas
",01/03/2006,01/03/2006,"R. Palma / E. Donoso, A. Sepúlveda",Departamento de Ingeniería Mecánica,FONDECYT,Regular
133,1040795,"Mejoramiento de las propiedades mecánicas en ciertas aleaciones base cobre mediante orden disperso, precipitación y segregación de soluto",01/03/2004,01/03/2006,E. Donoso / G. Díaz,Departamento de Ciencia de los Materiales,FONDECYT,Regular
134,1020127,"Endurecimiento por ordenamiento, precipitación y segregación de algunas aleaciones base cobre, y determinación de sus propiedades mecánicas mediante métodos fractomecánicos",01/03/2002,01/03/2004,E. Donoso / G. Díaz,Departamento de Ciencia de los Materiales,FONDECYT,Regular
135,1980731,"Modelación del ordenamiento, segregación y precipitación en algunas aleaciones base cobre para evaluaciones microcalorimétricas.",01/03/1998,01/03/2001,E. Donoso,"Centro de Investigación, Desarrollo e Innovación de Estructuras y Materiales (IDIEM)",FONDECYT,Regular
136,1950566,Reacciones complejas de precipitación y ordenamiento en ciertas aleaciones base cobre,01/03/1995,01/03/1998,E. Donoso,"Centro de Investigación, Desarrollo e Innovación de Estructuras y Materiales (IDIEM)",FONDECYT,Regular
137,1110207,Differential scanning calorimetry and thermogravimetry in cement paste with natural and artificial Puzzolans,01/03/2011,01/03/2011,G. Díaz,Departamento de Ciencia de los Materiales,FONDECYT,Regular
138,1090222,Probabilistics fracture and fragmentation of brittle materials.,01/03/2009,01/03/2009,G. Díaz,Departamento de Ciencia de los Materiales,FONDECYT,Regular
139,004,Development of high mechanical strength copper base alloys hardened by metallurgical transformations,01/03/2008,01/03/2008,E. Donoso / G. Díaz,Departamento de Ciencia de los Materiales,FONDECYT,Regular
140,CSIC-06/06,Síntesis de aleaciones y cermets de cobre de alta conductividad eléctrica y elevada resistencia mecánica,01/01/2007,01/12/2008,"E. Donoso / G. Díaz, A. Sepúlveda, R. Palma",Departamento de Ciencia de los Materiales,Fondo Central de Investigación,CSIC/U. DE CHILE
141,1061114,"Desarrollo de aleaciones base cobre de alta resistencia endurecidas por ordenamiento, precipitación y/o segregación de soluto",01/03/2006,01/03/2008,E. Donoso / G. Díaz,Departamento de Ciencia de los Materiales,FONDECYT,Regular
142,1040795,"Mejoramiento de las propiedades mecánicas en ciertas aleaciones base cobre mediante orden disperso, precipitación y segregación de soluto",01/03/2004,01/03/2006,E. Donoso / G. Díaz,Departamento de Ciencia de los Materiales,FONDECYT,Regular
143,1020127,"Endurecimiento por ordenamiento, precipitación y segregación de algunas aleaciones base cobre, y determinación de sus propiedades mecánicas mediante métodos fractomecánicos",01/03/2002,01/03/2004,E. Donoso / G. Díaz,Departamento de Ciencia de los Materiales,FONDECYT,Regular
144,1010424,"Nuevos materiales, aspectos estructurales y tecnológicos
",01/03/2001,01/03/2001,G. Díaz,"Centro de Investigación, Desarrollo e Innovación de Estructuras y Materiales (IDIEM)",FONDECYT,Regular
145,1000867,"Retracción en pastas y morteros de cemento
",01/03/2000,01/03/2000,G. Díaz,"Centro de Investigación, Desarrollo e Innovación de Estructuras y Materiales (IDIEM)",FONDECYT,Regular
146,1961105,Influencia del tamaño en las propiedades mecánicas,01/03/1996,01/03/1999,G. Díaz,"Centro de Investigación, Desarrollo e Innovación de Estructuras y Materiales (IDIEM)",FONDECYT,Regular
147,1911195,Estructuras con probabilidad de fractura o fluencia y peso mínimo,01/03/1991,01/03/1993,G. Díaz,"Centro de Investigación, Desarrollo e Innovación de Estructuras y Materiales (IDIEM)",FONDECYT,Regular
148,1911253,Probabilidad local de fractura,01/03/1991,01/03/1993,G. Díaz,"Centro de Investigación, Desarrollo e Innovación de Estructuras y Materiales (IDIEM)",FONDECYT,Regular
149,1240561,An Environmental Indicator for Projecting Sustainable Cities through Urban Metabolism and Multi-Objective Optimization,01/07/2023,01/07/2023,F. Díaz / A. Vásquez,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Regular
150,ID23I10372,H2Mems: la alternativa sustentable para la descentralización del H2 en Chile,01/12/2022,01/12/2022,A. Prieto / F. Díaz,Departamento de Ingeniería Civil,FONDEF,IDEA
151,1230114,An Environmental Indicator for Projecting Sustainable Cities through Urban Metabolism and Multi-Objective Optimization,01/07/2022,01/07/2022,F. Díaz / A. Vásquez,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Regular
152,ENL02/22,Indicador de Congruencia Ambiental para la planificación sustentable de procesos industriales,01/07/2022,01/07/2023,F. Díaz,"Departamento de Ingeniería Química, Biotecnología y Materiales",Fondo Central de Investigación,U-APOYA: Proyectos de Enlaces
153,1221343,An Environmental Congruence Indicator for Projecting Sustainable Cities,01/10/2021,01/10/2021,F. Díaz / A. Vásquez,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Regular
154,GRC-ANID22-03,"Adapt - H2O: An active map for comparing water supply systems with social, environmental, and economic criteria",01/10/2022,01/10/2022,F. Díaz,Biotechnology Centre of Oslo,"Subdirección de Redes, Estrategia y Conocimiento (REC)",GRC-Anid de objetivos de desarrollo sostenible
155,1210434,An Environmental Congruence Indicator for Projecting Sustainable Cities through Urban Metabolism and Multi-Objective Optimization,01/08/2020,01/08/2020,F. Díaz,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Regular
156,CP200040,Nuevas científicas por la Naturaleza,01/11/2022,01/11/2022,F. Díaz,Departamento de Ingeniería Química y Biotecnología,Programa Ciencia Pública,Ciencia Pública de Proy. Comunitarios para la Difusión de Conocimiento Local
157,11170042,Sustainable and Resilient Water Networks: a Process Systems Approach for Climate Change Adaptation,01/10/2017,01/10/2020,F. Díaz,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Iniciación en Investigación
158,11160050,Sustainable water networks: Planning of eco-industrial parks with symbiosis and process systems engineering,01/06/2016,01/06/2016,F. Díaz,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Iniciación en Investigación
159,11150167,"Water Networks: Assessment and Planning of Sustainable Industrial Parks with Symbiosis and
Process Systems Engineering",01/06/2015,01/06/2015,F. Díaz,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Iniciación en Investigación
160,UINICIA-2014-50138,Hydrogen production: Exploring the generation mechanism with Graph Theory and predicting the activity of reactants with in silico techniques,01/06/2014,01/06/2016,F. Díaz,Departamento de Ingeniería Química y Biotecnología,Fondo Central de Investigación,U-INICIA
161,11140051,Smart cities: assessment and planning of sustainable industrial parks with symbiosis and process systems engineering,01/12/2014,01/12/2014,F. Díaz,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Iniciación en Investigación
162,11130291,Choosing the best organic molecule to generate Hydrogen with Steam Reforming process,01/10/2013,01/10/2013,F. Díaz,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Iniciación en Investigación
163,1050248,Estudio del mecansimo de catálisis bacteriana en biolixiviación de calcopirita,01/06/2005,01/06/2005,J. Vargas / B. Escobar,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Regular
164,1040797,"Estudio bioquímico de residuos mineros en ambientes áridos 
",01/03/2004,01/03/2004,B. Escobar / J. Wiertz,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Regular
165,1020128,Control del hierro en circuitos de la hidrometalurgia del cobre,01/06/2002,01/06/2002,B. Escobar,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Regular
166,1020800,Interacciones microbianas en procesos de biolixiviacion de minerales sulfurados de cobre,01/06/2002,01/06/2002,B. Escobar / J. Wiertz,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Regular
167,1000978,"Estudio de la estabilidad de residuos mineros y metalúrgicos
",01/03/2000,01/03/2000,J. Wiertz / B. Escobar,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Regular
168,97HIC-03,Cuantificación de la actividad bacteriana en procesos de lixiviación de minerales de cobre,01/12/1997,01/12/1999,B. Escobar,Departamento de Ingeniería Química y Biotecnología,Corporación Nacional del Cobre,CODELCO
169,1950577,Estudio y desarrollo de procesos de lixiviación de minerales sulfurados con alto contenido en arsénico,01/03/1995,01/03/1997,J. Wiertz / B. Escobar,Departamento de Ingeniería Química y Biotecnología,FONDECYT,Regular
170,I2493-8612,,31/12/1986,31/12/1988,B. Escobar,,CONCURSOS ESPECIFICOS DE INVESTIGACION,DTI
171,3240380,Photon-assisted heterostructure designing of heteroatom-doped graphene wrapped 3-D carbón plate electrode as efficient and functional electrocatalyst for pesticides biosensor application,01/06/2023,01/06/2023,R. Espinoza,Departamento de Ciencia de los Materiales,FONDECYT,Postdoctorado
172,3240375,Fabricación de electrodos recubiertos con estructuras metal orgánicas de cobre-platino (Cu/Pt-MOF) para la electrorreducción selectiva de CO2,01/06/2023,01/06/2023,R. Espinoza,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Postdoctorado
173,1231474,Study and development of MXenes for gas sensing applications,01/03/2023,01/03/2027,"R. Espinoza / A. Rosenkranz, F. Gracia","Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Regular
174,NM23_32248,Millennium Nucleus of Advanced MXenes for Sustainable Applications,01/07/2023,01/07/2023,"A. Rosenkranz / R. Espinoza, F. Gracia, M. Soler","Departamento de Ingeniería Química, Biotecnología y Materiales",,
175,ID23I10075,Obtención de materiales vitrocerámicos tipo block de construcción con propiedades tecnológicas avanzadas obtenidos a partir de un residuo de segunda generación de relaves para aplicaciones en construcciones rápidas,01/12/2022,01/12/2022,X. Castillo Castillo Ximena Andre / R. Espinoza,Decanato,FONDEF,IDEA
176,1220331,"Solid lubrication performance of MXenes - Influence of stoichiometry, C/N ratio, early transition metal and intercalated water",01/04/2022,01/04/2026,A. Rosenkranz / R. Espinoza,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Regular
177,1221117,Ultrasonic probing of dislocations in high entropy alloys,01/09/2021,01/09/2021,"F. Lund / R. Espinoza, N. Mujica",Departamento de Física,FONDECYT,Regular
178,ACT210059,Functionalized Surfaces for Environmental Detection,01/11/2021,01/11/2024,"M. Soler / F. Gracia, R. Espinoza","Departamento de Ingeniería Química, Biotecnología y Materiales",Programa de Investigación Asociativa,Anillo de Investigación en Ciencia y Tecnología Temático
179,EQM210016,"Fortalecimiento de la investigación multidisciplinaria de materiales porosos mediante el análisis integral de sus propiedades texturales, química superficial y aplicaciones avanzadas en almacenamiento de gases con proyección internacional",01/10/2021,01/10/2025,"F. Gracia / R. Espinoza, M. Soler, F. Quero","Departamento de Ingeniería Química, Biotecnología y Materiales",FONDEQUIP,Concurso de Equipamiento Científico
180,3200824,Estudio de funcionalización de películas delgadas silíceas mesoporosas con canales orientados perpendicular a la superficie como herramienta en la preparación de sensores para aplicaciones ambientales,01/03/2020,01/03/2023,R. Espinoza,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Postdoctorado
181,3200452,"Self-standing, Thin Papers of Novel 2D Transition Metal Carbides and Nitrides (MXenes) Intercalated with Carbon Nanostructures for flexible Lithium-Ion Battery (LIB) energy storage devices",01/03/2020,01/03/2023,R. Espinoza,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Postdoctorado
182,3190341,Relaxor ferroelectric Nanomaterials for sensor Applications: A Novel Approach,01/10/2018,01/10/2018,R. Espinoza,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Postdoctorado
183,1190656,"Hydrothermally-treated nickel-based nanocrystalline film stacks to explore the growth feasibility of polycrystalline rare-earth nickelates RENiO3 (RE=Y, Gd, Nd) perovskites",01/08/2018,01/08/2018,"V. Fuenzalida, R. Espinoza",Universidad Austral De Chile,FONDECYT,Regular
184,EQM190027,Fortalecimiento del Laboratorio de Microscopía Electrónica de Transmisión de la Universidad de Chile mediante la adquisición de un nuevo detector EDX para estudios avanzados a escala nanométrica y compuestos nanoestructurados,01/09/2019,01/03/2021,R. Espinoza / A. Akbarifakhrabadi,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDEQUIP,Concurso de Equipamiento Científico
185,1191179,Ultrasound as a probe of plasticity in steels,01/04/2019,01/04/2022,"F. Lund / N. Mujica, R. Espinoza",Departamento de Física,FONDECYT,Regular
186,3190351,Novel Flexible Paper Anodes based on Metal Oxide modified Carbon Nanostructures for Lithium-Ion Batteries,01/10/2018,01/10/2018,R. Espinoza,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Postdoctorado
187,1191779,Study and development of ceramic thin films based on abundant materials for gas sensing applications,01/04/2019,01/04/2023,"R. Espinoza / M. Flores, F. Gracia","Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Regular
188,UM-02/19,Fortalecimiento del Laboratorio de Microscopía Electrónica de Transmisión de la Universidad de Chile mediante la adquisición de un nuevo detector EDX para estudios avanzados a escala nanométrica y compuestos nanoestructurados,01/12/2019,01/12/2021,R. Espinoza,"Departamento de Ingeniería Química, Biotecnología y Materiales",Fondo Central de Investigación,U-MODERNIZA
