,codigo,titulo,fecha_inicio,fecha_fin,investigadores,institucion,programa,fuente
0,SECO13-01,"Regional Competence Centres for Trade Law and Policy in South Africa, Peru and Vietnam",01/01/2013,01/01/2018,"D. López / F. Muñoz, S. Boza, R. Gamboa, A. Van Klaveren",Otras Instituciones,Otros Internacionales,Proyectos Internacionales
1,1961201,La política exterior chilena en el nuevo contexto global y efectos de los  cambios globales y adaptación de los instrumentos,01/03/1996,01/03/1998,A. Van Klaveren,Dirección,FONDECYT,Regular
2,1696-8312,"Estudio comparativo de las políticas de Brasil, Mexico y Argentina frente a Estados Unidos",01/12/1983,01/12/1985,A. Van Klaveren,Dirección,CONCURSOS ESPECIFICOS DE INVESTIGACION,DTI
